Name,Position,Birth_Date,Height,Weight
Jeff Nielsen,RW,9/20/1971,6-0 ft,200
Jonatan Nielsen,D,9/11/1993,,
Kirk Nielsen,RW,10/19/1973,6-1 ft,205
Markus Niemelainen,D,6/8/1998,6-4 ft,198
Antti Niemi,G,8/29/1983,6-2 ft,215
Antti-Jussi Niemi,D,9/22/1977,6-1 ft,195
Jyri Niemi,D,6/15/1990,,
Ville Nieminen,LW,4/6/1977,5-11 ft,200
Kraig Nienhuis,LW,5/9/1961,6-2 ft,205
Matthew Nieto,LW,11/5/1992,5-11 ft,190
Joe Nieuwendyk,C,9/10/1966,6-2 ft,205
Cristoval Nieves,C,1/23/1994,6-3 ft,219
Frank Nighbor,C,01/26/1893,5-9 ft,160
Anthony Nigro,C,1/11/1990,,
Frank Nigro,C,2/11/1960,5-9 ft,182
Janne Niinimaa,D,5/22/1975,6-1 ft,220
Jesse Niinimaki,C,8/19/1983,,
Antero Niittymaki,G,6/18/1980,6-1 ft,210
Nikita Nikitin,D,6/16/1986,6-4 ft,217
Andrei Nikolishin,C,3/25/1973,6-0 ft,213
Sami Niku,D,10/10/1996,6-0 ft,176
Alexander Nikulin,C,8/25/1985,6-1 ft,205
Igor Nikulin,RW,8/26/1972,6-1 ft,200
Chris Nilan,RW,2/9/1958,6-0 ft,205
Jim Nill,RW,4/11/1958,6-0 ft,185
Trevor Nill,C,4/11/1989,,
Marcus Nilson,LW,3/1/1978,6-2 ft,189
Anders Nilsson,G,3/19/1990,6-6 ft,229
Kent Nilsson,C,8/31/1956,6-1 ft,195
Robert Nilsson,C,1/10/1985,5-11 ft,185
Tom Nilsson,D,8/19/1993,6-0 ft,176
Ulf Nilsson,C,5/11/1950,5-11 ft,175
Cristopher Nilstorp,G,2/16/1984,6-3 ft,192
Janne Niskala,D,9/22/1981,5-11 ft,199
Matt Niskanen,D,12/6/1986,6-1 ft,200
Tuomas Nissinen,G,7/17/1983,,
Lou Nistico,C,1/25/1953,5-7 ft,170
Ahren Nittel,LW,12/6/1983,,
Reg Noble,C/D,06/23/1896,5-8 ft,180
Andreas Nodl,RW,2/28/1987,6-1 ft,196
Marcel Noebels,C,3/14/1992,6-3 ft,200
Claude Noel,C,10/31/1955,5-11 ft,165
Nathan Noel,C,6/21/1997,5-10 ft,179
Stefan Noesen,RW,2/12/1993,6-1 ft,205
Nelson Nogier,D,5/27/1996,6-2 ft,191
Petteri Nokelainen,C,1/16/1986,6-1 ft,202
Brandon Nolan,C/LW,7/18/1983,5-10 ft,185
Jordan Nolan,C,6/23/1989,6-3 ft,219
Owen Nolan,RW,2/12/1972,6-1 ft,214
Paddy Nolan,LW/D,12/01/1897,5-8 ft,170
Ted Nolan,C,4/7/1958,6-0 ft,185
Martin Nolet,D,10/2/1986,,
Simon Nolet,RW,11/23/1941,5-9 ft,185
Brian Noonan,RW,5/29/1965,6-1 ft,200
Garrett Noonan,D,1/28/1991,6-1 ft,205
Niklas Nordgren,LW,6/28/1979,5-11 ft,185
Robert Nordmark,D,8/20/1962,6-0 ft,209
Jonas Nordqvist,C,4/26/1982,6-3 ft,202
Joakim Nordstrom,C,2/25/1992,6-1 ft,189
Peter Nordstrom,C,7/26/1974,6-1 ft,200
Maxim Noreau,D,5/24/1987,6-0 ft,188
Samuel Noreau,D,1/31/1993,,
Robin Norell,D,2/18/1995,,
Joe Noris,C/D,10/26/1951,6-0 ft,185
Mika Noronen,G,6/17/1979,6-2 ft,200
Fredrik Norrena,G,11/29/1973,6-0 ft,189
Dwayne Norris,RW,1/8/1970,5-10 ft,175
Jack Norris,G,8/5/1942,5-10 ft,185
Rod Norrish,LW,11/27/1951,5-10 ft,185
Mattias Norstrom,D,1/2/1972,6-2 ft,210
Baldy Northcott,D/LW,9/7/1908,6-0 ft,184
Brad Norton,D,2/13/1975,6-4 ft,230
Jeff Norton,D,11/25/1965,6-2 ft,195
Pierce Norton,RW,6/7/1985,,
Craig Norwich,D,12/15/1955,5-11 ft,175
Lee Norwood,D,2/2/1960,6-1 ft,198
Tomas Nosek,C,9/1/1992,6-2 ft,201
Filip Novak,D,5/7/1982,6-1 ft,198
Milos Novak,LW,,,
Thomas Novak,C,4/28/1997,6-0 ft,179
Zbynek Novak,LW,7/23/1983,,
Ivan Novoseltsev,RW,1/23/1979,6-1 ft,210
Jiri Novotny,C,8/12/1983,6-3 ft,204
Milan Novy,C,9/23/1951,5-10 ft,196
Hank Nowak,LW,11/24/1950,6-1 ft,195
Kevin Nugent,RW,6/7/1955,6-5 ft,230
Ryan Nugent-Hopkins,C,4/12/1993,6-0 ft,189
Petteri Nummelin,D,11/25/1972,5-10 ft,188
Teppo Numminen,D,7/3/1968,6-2 ft,198
Markus Nurmi,RW,6/29/1998,6-4 ft,176
Kai Nurminen,LW,3/29/1969,6-1 ft,207
Pasi Nurminen,G,12/17/1975,5-10 ft,215
Darnell Nurse,D,2/4/1995,6-4 ft,213
Thomas Nussli,RW,3/12/1982,,
Markus Nutivaara,D,6/6/1994,6-1 ft,186
John Nyberg,LW,7/14/1996,6-2 ft,180
Philip Nyberg,D,4/27/1997,6-3 ft,189
Lawrence Nycholat,D,5/7/1979,6-0 ft,200
Magnus Nygren,D,6/7/1990,6-1 ft,192
Robert Nyholm,RW,3/7/1988,,
Mike Nykoluk,RW,12/11/1934,5-11 ft,212
Alexander Nylander,LW,3/2/1998,6-0 ft,178
Michael Nylander,C,10/3/1972,6-1 ft,195
William Nylander,C,5/1/1996,6-0 ft,190
Gary Nylund,D,10/28/1963,6-4 ft,210
Gustav Nyquist,RW,9/1/1989,5-11 ft,184
Bill Nyrop,D,7/23/1952,6-2 ft,205
Bob Nystrom,RW,10/10/1952,6-1 ft,200
Eric Nystrom,LW,2/14/1983,6-1 ft,200
Erik Nystrom,LW,10/30/1993,,
Andrew O'Brien,D,11/21/1992,6-4 ft,219
Dennis O'Brien,D,6/10/1949,6-0 ft,195
Doug O'Brien,D,2/16/1984,6-1 ft,200
Ellard O'Brien,D,5/27/1930,6-3 ft,183
Jim O'Brien,C,1/29/1989,6-2 ft,202
Liam O'Brien,C,7/29/1994,6-1 ft,205
Shane O'Brien,D,8/9/1983,6-3 ft,230
Ryan O'Byrne,D,7/19/1984,6-5 ft,234
Jack O'Callahan,D,7/24/1957,6-1 ft,190
Mike O'Connell,D,11/25/1955,5-9 ft,180
Tim O'Connell,RW,10/26/1953,5-11 ft,170
Buddy O'Connor,C,6/21/1916,5-8 ft,142
Matt O'Connor,G,2/14/1992,6-5 ft,204
Myles O'Connor,D,4/2/1967,6-5 ft,204
Eric O'Dell,C,6/21/1990,6-0 ft,185
Brendan O'Donnell,C,6/25/1992,,
Fred O'Donnell,RW,12/6/1949,5-10 ft,175
Sean O'Donnell,D,10/13/1971,6-2 ft,238
Don O'Donoghue,RW,8/27/1949,5-10 ft,180
Bill O'Dwyer,C,1/25/1960,6-0 ft,190
Gerry O'Flaherty,LW,8/31/1950,5-10 ft,182
Peanuts O'Flaherty,RW,4/10/1918,5-7 ft,154
Rob O'Gara,D,7/6/1993,6-4 ft,207
George O'Grady,D,06/08/1891,5-8 ft,175
Brian O'Hanley,D,12/18/1984,,
Ryan O'Marra,C,6/9/1987,6-2 ft,220
Jim O'Neil,C/RW,4/3/1913,5-8 ft,160
Paul O'Neil,C/RW,8/24/1953,6-1 ft,185
Brian O'Neill,C,6/1/1988,5-9 ft,173
Jeff O'Neill,RW,2/23/1976,6-1 ft,195
Mike O'Neill,G,11/3/1967,5-7 ft,155
Tom O'Neill,RW,9/28/1923,5-10 ft,155
Wes O'Neill,D,3/3/1986,6-4 ft,215
Will O'Neill,D,4/28/1988,6-1 ft,190
Willie O'Ree,W,10/15/1935,5-10 ft,175
Daniel O'Regan,C,1/30/1994,5-9 ft,180
Tom O'Regan,C/D,12/29/1961,5-10 ft,180
Cal O'Reilly,C,9/30/1986,6-0 ft,193
Ryan O'Reilly,C,2/7/1991,6-1 ft,210
Terry O'Reilly,RW,6/7/1951,6-1 ft,200
Danny O'Shea,C,6/15/1945,6-1 ft,190
Kevin O'Shea,RW,5/28/1947,6-2 ft,205
Chris O'Sullivan,D,5/15/1974,6-2 ft,205
Patrick O'Sullivan,C,2/1/1985,5-11 ft,190
Adam Oates,C,8/27/1962,5-11 ft,190
Russell Oatman,LW,2/19/1905,5-10 ft,195
Evan Oberg,D,2/16/1988,6-0 ft,165
Jaroslav Obsut,D,9/3/1976,6-1 ft,200
Chris Oddleifson,C,9/7/1950,6-2 ft,185
Lyle Odelein,D,7/21/1968,6-0 ft,210
Selmar Odelein,D,4/11/1966,6-0 ft,195
Jeff Odgers,RW,5/31/1969,5-11 ft,200
Gino Odjick,RW,9/7/1970,6-3 ft,224
Gerry Odrowski,D,10/4/1938,5-10 ft,185
Johnny Oduya,D,10/1/1981,6-0 ft,195
Jordan Oesterle,D,6/25/1992,6-0 ft,182
Brian Ogilvie,C,1/30/1952,5-11 ft,186
Sergei Ogorodnikov,C,1/21/1986,,
John Ogrodnick,LW,6/20/1959,6-0 ft,204
Mattias Ohlund,D,9/9/1976,6-4 ft,233
Janne Ojanen,C,4/9/1968,6-2 ft,200
Todd Okerlund,RW,9/6/1964,5-11 ft,200
Kyle Okposo,RW,4/16/1988,6-0 ft,218
Roman Oksiuta,RW,8/21/1970,6-3 ft,230
Mark Olafson,RW,3/22/1985,,
Fredrik Olausson,D,10/5/1966,6-2 ft,198
Ed Olczyk,C,8/16/1966,6-1 ft,207
Sondre Olden,C,8/29/1992,,
Kristian Oldham,G,6/25/1997,6-2 ft,203
Wally Olds,D,8/17/1949,6-2 ft,200
Jamie Oleksiak,D,12/21/1992,6-7 ft,255
Steven Oleksy,D,2/4/1986,6-0 ft,190
Bill Oleschuk,G,7/20/1955,6-3 ft,194
Dan Olesevich,G,9/16/1937,6-0 ft,170
Rostislav Olesz,LW,10/10/1985,6-2 ft,215
Gustav Olhaver,C,7/3/1997,6-6 ft,213
David Oliver,RW,4/17/1971,6-0 ft,190
Harry Oliver,RW,10/26/1898,5-8 ft,155
Murray Oliver,C,11/14/1937,5-10 ft,170
Nick Oliver,C/LW,5/4/1991,,
Krzysztof Oliwa,LW,4/12/1973,6-5 ft,245
Adam Ollas-Mattsson,D,7/30/1996,6-4 ft,209
Bert Olmstead,LW,9/4/1926,6-1 ft,180
Frederik Olofsson,LW,5/27/1996,6-1 ft,185
Gustav Olofsson,D,12/1/1994,6-3 ft,195
Victor Olofsson,RW,7/18/1995,5-7 ft,157
Darryl Olsen,D,10/7/1966,6-0 ft,180
Dylan Olsen,D,1/3/1991,6-2 ft,223
Ryan Olsen,C,3/25/1994,,
Collin Olson,G,4/4/1994,,
Dennis Olson,C,11/9/1934,6-0 ft,182
Drew Olson,F,4/4/1990,,
Josh Olson,LW,7/13/1981,6-5 ft,225
Tate Olson,D,3/21/1997,6-2 ft,174
Christer Olsson,D,7/24/1970,5-11 ft,190
Kalle Olsson,RW,1/31/1985,,
Peter Olvecky,C,10/11/1985,6-2 ft,220
Darin Olver,C,3/5/1985,,
Mark Olver,C,1/1/1988,5-10 ft,170
Jimmie Olvestad,LW,2/16/1980,6-1 ft,194
Linus Omark,LW,2/5/1987,5-10 ft,180
Ben Ondrus,RW,6/25/1982,5-11 ft,208
Luke Opilka,G,2/27/1997,6-1 ft,192
Bill Orban,C/LW,2/20/1944,6-0 ft,185
Phil Oreskovic,D,1/26/1987,6-4 ft,217
Victor Oreskovich,RW,8/15/1986,6-3 ft,215
Gates Orlando,C,11/13/1962,5-8 ft,180
Jimmy Orlando,D,2/27/1916,5-11 ft,185
Dave Orleski,LW,12/26/1959,6-4 ft,210
Dmitry Orlov,D,7/23/1991,5-11 ft,212
Andrew Orpik,RW,3/12/1986,,
Brooks Orpik,D,9/26/1980,6-3 ft,219
Billy Orr,D,6/12/1948,5-10 ft,185
Bobby Orr,D,3/20/1948,6-0 ft,197
Colton Orr,RW,3/3/1982,6-3 ft,222
Vladimir Orszagh,RW,5/24/1977,5-11 ft,195
Joni Ortio,G,4/16/1991,6-1 ft,190
Jed Ortmeyer,C,9/3/1978,6-0 ft,200
Oskar Osala,LW,12/26/1987,6-4 ft,219
Keith Osborne,RW,4/2/1969,6-1 ft,180
Mark Osborne,LW,8/13/1961,6-2 ft,205
Randy Osburn,LW,11/26/1952,6-0 ft,190
Chris Osgood,G,11/26/1972,5-10 ft,180
T.J. Oshie,C,12/23/1986,6-0 ft,189
Mark Osiecki,D,7/23/1968,6-2 ft,200
Nick Oslund,RW,11/15/1987,,
Austin Osmanski,D,4/30/1998,6-3 ft,196
Radim Ostrcil,D,1/15/1989,,
Ondrej Otcenas,C,3/6/1987,,
Jaroslav Otevrel,LW,9/16/1968,6-3 ft,215
Steve Ott,C,8/19/1982,6-0 ft,193
Joel Otto,C,10/29/1961,6-4 ft,220
Maxime Ouellet,G,6/17/1981,6-2 ft,195
Michel Ouellet,RW,3/5/1982,6-0 ft,200
Xavier Ouellet,D,7/29/1993,6-1 ft,208
Eddie Ouellette,C,3/9/1911,5-9 ft,181
Gerry Ouellette,RW,11/1/1938,5-9 ft,170
Martin Ouellette,G,12/30/1991,,
Francois Ouimet,D,10/14/1951,5-10 ft,175
Ted Ouimet,G,7/6/1947,5-9 ft,165
Ryan Oulahen,C,3/26/1985,,
Alex Ovechkin,LW,9/17/1985,6-3 ft,239
Dennis Owchar,D,3/28/1953,5-11 ft,190
George Owen,D,2/12/1901,5-11 ft,190
Sebastian Owuya,D,10/8/1991,,
Nathan Oystrick,D,12/17/1982,6-0 ft,210
Ludimir Ozlizlo,D,,,
Sandis Ozolinsh,D,8/3/1972,6-3 ft,215
Magnus Paajarvi,LW,4/12/1991,6-3 ft,208
David Pacan,C,3/31/1991,,
Clayton Pachal,C/LW,4/21/1956,5-10 ft,185
Max Pacioretty,LW,11/20/1988,6-2 ft,215
Dennis Packard,LW,2/9/1982,,
Cam Paddock,C,3/22/1983,6-1 ft,190
John Paddock,RW,6/9/1954,6-3 ft,194
Jim Paek,D,4/7/1967,6-1 ft,195
Nathan Paetsch,D,3/30/1983,6-0 ft,195
Rob Page,D,7/9/1985,,
Jean-Gabriel Pageau,C,11/11/1992,5-10 ft,180
Paul Pageau,G,10/1/1959,5-9 ft,160
Samuel Pahlsson,C,12/17/1977,6-0 ft,202
Jonathan Paiement,D,3/7/1985,,
Pierre Paiement,RW,9/13/1950,5-10 ft,172
Rosaire Paiement,C,8/12/1945,5-11 ft,170
Wilf Paiement,RW,10/16/1955,6-1 ft,210
Ziyat Paigin,D,2/8/1995,6-6 ft,209
Daniel Paille,LW,4/15/1984,6-1 ft,200
Marcel Paille,G,12/8/1932,5-8 ft,175
Chad Painchaud,LW,5/27/1986,,
Maximilian Pajpach,G,1/4/1996,6-1 ft,207
Iiro Pakarinen,RW,8/25/1991,6-1 ft,215
Pete Palangio,LW,9/10/1908,5-11 ft,175
Ondrej Palat,LW,3/28/1991,6-0 ft,188
Aldo Palazzari,RW,7/25/1918,5-7 ft,168
Doug Palazzari,C,11/3/1952,5-5 ft,170
Ziggy Palffy,RW,5/5/1972,5-10 ft,183
Michael Paliotta,D,4/6/1993,6-3 ft,207
Mike Palmateer,G,1/13/1954,5-9 ft,170
Brad Palmer,LW,9/14/1961,6-0 ft,185
Jarod Palmer,RW,2/10/1986,6-1 ft,200
Joe Palmer,G,2/19/1988,,
Rob Palmer,C,10/2/1952,6-0 ft,190
Robert Palmer,D,9/10/1956,5-11 ft,190
Kyle Palmieri,RW,2/1/1991,5-10 ft,185
Nick Palmieri,RW,7/12/1989,6-3 ft,220
Aaron Palushaj,RW,9/7/1989,6-0 ft,188
Ed Panagabko,C,5/17/1934,5-8 ft,170
Artemi Panarin,LW,10/30/1991,5-11 ft,170
Jay Pandolfo,LW,12/27/1974,6-1 ft,190
Mike Pandolfo,LW,9/15/1979,6-3 ft,225
Darren Pang,G,2/17/1964,5-5 ft,155
Richard Panik,RW,2/7/1991,6-1 ft,208
Greg Pankewicz,RW,11/6/1970,6-0 ft,185
Nick Pannoni,G,11/6/1982,,
Grigori Panteleev,LW,11/13/1972,5-9 ft,190
Joe Papike,RW,3/28/1915,6-0 ft,175
Justin Papineau,C,1/15/1980,5-11 ft,205
Jim Pappin,RW,9/10/1939,6-0 ft,190
Jean-Philippe Paquet,D,1/7/1987,,
Philippe Paquet,D,3/12/1987,,
Cedric Paquette,C,8/13/1993,6-1 ft,198
Christopher Paquette,C,3/27/1998,6-1 ft,207
Danick Paquette,RW,7/17/1990,,
Philippe Paradis,C,1/2/1991,6-2 ft,205
Bob Paradise,D,4/22/1944,6-1 ft,205
Dick Paradise,D,4/21/1945,6-0 ft,190
Colton Parayko,D,5/12/1993,6-6 ft,226
Adam Pardy,D,3/29/1984,6-4 ft,227
Bernie Parent,G,4/3/1945,5-10 ft,180
Bob Parent,G,2/19/1958,5-9 ft,175
Rich Parent,G,1/12/1973,6-3 ft,195
Ryan Parent,D,3/17/1987,6-3 ft,198
P.A. Parenteau,LW,3/24/1983,6-0 ft,200
George Pargeter,LW,2/24/1923,5-7 ft,168
J.P. Parise,LW,12/11/1941,5-9 ft,175
Zach Parise,LW,7/28/1984,5-11 ft,196
Michel Parizeau,C,4/9/1948,5-10 ft,165
Brad Park,D,7/6/1948,6-0 ft,200
Jim Park,G,6/22/1952,6-1 ft,190
Richard Park,RW,5/27/1976,5-11 ft,190
Jeff Parker,RW,9/7/1964,6-3 ft,194
Scott Parker,RW,1/29/1978,6-5 ft,240
Ernie Parkes,RW,11/04/1898,5-10 ft,150
Greg Parks,C,3/25/1967,5-9 ft,180
Michael Parks,RW,2/15/1992,6-0 ft,198
Mark Parrish,RW,2/2/1977,5-11 ft,199
Dave Parro,G,4/30/1957,5-11 ft,165
George Parros,RW,12/29/1979,6-5 ft,228
Scott Parse,C,9/5/1984,5-11 ft,189
Adam Parsells,D,1/3/1997,6-5 ft,192
Denis Parshin,RW,2/1/1986,,
George Parsons,LW,6/28/1914,5-11 ft,174
Tyler Parsons,G,9/18/1997,6-1 ft,185
Timo Parssinen,LW,1/19/1977,5-10 ft,185
Dusan Pasek,C,9/7/1960,6-1 ft,200
Mikhail Pashnin,D,5/11/1989,,
Dave Pasin,RW,7/8/1966,6-1 ft,205
Greg Paslawski,RW,8/25/1961,5-11 ft,190
Eddie Pasquale,G,11/20/1990,,
Steve Passmore,G,1/29/1973,5-9 ft,165
David Pastrnak,RW,5/25/1996,6-0 ft,181
Nick Pastujov,LW,1/21/1998,6-0 ft,202
Rusty Patenaude,RW,10/17/1949,5-9 ft,175
Pavel Patera,C,9/6/1971,6-1 ft,172
Jake Paterson,G,5/3/1994,,
Joe Paterson,LW,6/25/1960,6-2 ft,207
Mark Paterson,D,2/22/1964,5-11 ft,180
Rick Paterson,C,2/10/1958,5-9 ft,187
Greg Pateryn,D,6/20/1990,6-3 ft,221
Doug Patey,RW,12/28/1956,5-11 ft,180
Larry Patey,C,3/19/1953,6-1 ft,185
Craig Patrick,RW,5/20/1946,6-0 ft,190
Frank Patrick,D,12/21/1885,5-11 ft,185
Glenn Patrick,D,4/26/1950,6-2 ft,190
James Patrick,D,6/14/1963,6-2 ft,202
Lester Patrick,D,12/30/1883,6-1 ft,180
Lynn Patrick,C/LW,2/3/1912,6-1 ft,192
Muzz Patrick,D,6/28/1915,6-2 ft,200
Steve Patrick,RW,2/4/1961,6-4 ft,206
Denis Patry,RW,12/5/1953,5-8 ft,165
Colin Patterson,W,5/11/1960,6-2 ft,195
Dennis Patterson,D,1/9/1950,5-8 ft,175
Ed Patterson,RW,11/14/1972,6-2 ft,213
Gaelan Patterson,C,8/22/1990,,
George Patterson,W,5/22/1906,6-1 ft,176
Kent Patterson,G,9/15/1989,,
Dimitri Patzold,G,2/3/1983,6-0 ft,195
Geoff Paukovich,LW,4/24/1986,,
Butch Paul,C,9/11/1943,5-11 ft,160
Jeff Paul,D,3/1/1978,6-4 ft,225
Nick Paul,LW,3/20/1995,6-2 ft,202
Rollie Paulhus,D,9/1/1902,5-8 ft,185
Matej Paulovic,LW,1/13/1995,,
Marcus Paulsson,C,1/10/1984,,
Vasily Pausov,,,,
Ondrej Pavelec,G,8/31/1987,6-3 ft,215
Mark Pavelich,C,2/28/1958,5-8 ft,170
Marty Pavelich,LW,11/6/1927,5-11 ft,168
Joe Pavelski,C,7/11/1984,5-11 ft,190
Jim Pavese,D,5/8/1962,6-2 ft,205
Nikita Pavlychev,C,3/23/1997,6-7 ft,200
Evariste Payer,C/LW,12/12/1887,5-6 ft,150
Serge Payer,C,5/7/1979,6-0 ft,191
Adam Payerl,C,3/4/1991,6-3 ft,218
Jean Payette,C,3/29/1946,6-0 ft,170
Cody Payne,RW,1/14/1994,6-2 ft,202
Davis Payne,LW,9/24/1970,6-2 ft,205
Steve Payne,LW,8/16/1958,6-2 ft,210
Kent Paynter,D,4/17/1965,6-0 ft,183
Pavel Pazourek,D,,,
Gene Peacosh,LW,9/28/1948,5-11 ft,180
Pat Peake,C,5/28/1973,6-1 ft,195
Joe Pearce,G,6/29/1982,,
Chase Pearson,C,8/23/1997,6-2 ft,189
Mel Pearson,LW,4/29/1938,5-10 ft,175
Rob Pearson,RW,3/8/1971,6-3 ft,198
Scott Pearson,LW,12/19/1969,6-1 ft,205
Tanner Pearson,LW,8/10/1992,6-1 ft,204
Stephen Peat,RW,3/10/1980,6-3 ft,230
Matthew Peca,C,4/27/1993,,
Michael Peca,C,3/26/1974,5-11 ft,183
Alexander Pechurski,G,6/4/1990,6-0 ft,187
Theo Peckham,D,11/10/1987,6-2 ft,236
Andrey Pedan,D,7/3/1993,6-4 ft,213
Allen Pedersen,D,1/13/1965,6-3 ft,210
Brent Pedersen,LW,7/5/1995,6-2 ft,210
Barry Pederson,C,3/13/1961,5-11 ft,185
Denis Pederson,C/RW,9/10/1975,6-2 ft,205
Mark Pederson,LW,1/14/1968,6-2 ft,196
Tom Pederson,D,1/14/1970,5-9 ft,175
Andrew Peeke,D,3/17/1998,6-2 ft,196
Bert Peer,RW,11/12/1910,5-11 ft,175
Pete Peeters,G,8/17/1957,6-1 ft,195
Wouter Peeters,G,7/31/1998,6-4 ft,205
Johnny Peirson,RW,7/21/1925,5-11 ft,170
Adam Pelech,D,8/16/1994,6-3 ft,210
Matt Pelech,RW,9/4/1987,6-4 ft,230
Michael Pelech,C/LW,10/6/1989,,
Perry Pelensky,RW,5/22/1962,5-11 ft,180
Scott Pellerin,LW,1/9/1970,5-11 ft,190
Jean-Marc Pelletier,G,3/4/1978,6-3 ft,209
Julien Pelletier,LW,6/28/1996,5-11 ft,164
Marcel Pelletier,G,12/6/1927,5-11 ft,180
Pascal Pelletier,LW,6/16/1983,5-11 ft,191
Pier-Olivier Pelletier,G,4/8/1987,,
Roger Pelletier,D,6/22/1945,5-11 ft,195
Rod Pelley,C,9/1/1984,5-11 ft,200
Andre Peloffy,C,2/25/1951,5-8 ft,160
Kristians Pelss,LW,9/9/1992,5-11 ft,
Derek Peltier,D,3/14/1985,5-11 ft,195
Jouni Peltonen,,,,
Ville Peltonen,LW,5/24/1973,5-11 ft,182
Brad Peltz,LW,10/2/1989,,
Anthony Peluso,RW,4/18/1989,6-3 ft,235
Chris Peluso,D,8/21/1986,,
Mike Peluso,LW,11/8/1965,6-4 ft,225
Mike Peluso,RW,9/2/1974,6-1 ft,208
Mike Pelyk,D,9/29/1947,6-1 ft,190
James Pemberton,D,10/2/1983,,
Lubomir Penicka,LW,,,
Dustin Penner,LW,9/28/1982,6-4 ft,242
Jeff Penner,D,4/13/1987,5-10 ft,183
Chad Penney,LW,9/18/1973,6-0 ft,195
Steve Penney,G,2/2/1961,6-1 ft,190
Cliff Pennington,C,4/18/1940,6-0 ft,170
Dwayne Pentland,D,2/28/1953,5-10 ft,180
Alexis Pepin,LW,4/24/1996,6-3 ft,218
Jim Peplinski,RW,10/24/1960,6-3 ft,210
Stuart Percy,D,5/18/1993,6-1 ft,187
Bryan Perez,C,2/5/1982,,
Alexander Perezhogin,LW,8/10/1983,6-0 ft,211
Samu Perhonen,G,3/7/1993,,
Ross Perkins,C,11/4/1946,5-10 ft,175
Nathan Perkovich,RW,10/15/1985,,
Brendan Perlini,LW,4/27/1996,6-3 ft,211
Brett Perlini,C,6/14/1990,,
Fred Perlini,C,4/12/1962,6-2 ft,175
Joel Perrault,C,4/6/1983,6-2 ft,212
Bob Perreault,G,1/28/1931,5-8 ft,170
Fern Perreault,LW,3/31/1927,5-11 ft,174
Gilbert Perreault,C,11/13/1950,6-1 ft,180
Mathieu Perreault,C,1/5/1988,5-10 ft,188
Yanic Perreault,C,4/4/1971,5-11 ft,185
Eric Perrin,C,11/1/1975,5-9 ft,180
David Perron,LW,5/28/1988,6-0 ft,200
Francis Perron,LW,4/18/1996,5-11 ft,166
Nathan Perrott,RW,12/8/1976,6-0 ft,225
Brian Perry,C,4/6/1944,5-11 ft,180
Chase Perry,G,2/8/1996,6-2 ft,189
Corey Perry,RW,5/16/1985,6-3 ft,210
Dennis Persson,D,6/2/1988,,
John Persson,LW,5/18/1992,6-2 ft,212
Kristofer Persson,RW,1/14/1984,,
Ricard Persson,D,8/24/1969,6-1 ft,201
Stefan Persson,D,12/22/1954,6-1 ft,189
Andrei Pervyshin,D,2/2/1985,,
Brett Pesce,D,11/15/1994,6-3 ft,200
Harri Pesonen,LW,8/6/1988,6-0 ft,200
Janne Pesonen,LW,5/11/1982,5-11 ft,180
Dmitri Pestunov,C,1/22/1985,,
George Pesut,D,6/17/1953,6-1 ft,205
Nic Petan,C,3/22/1995,5-9 ft,179
Emanuel Peter,C,6/9/1984,,
Alexander Peters,D,7/2/1996,6-3 ft,207
Andrew Peters,LW,5/5/1980,6-4 ft,240
Frank Peters,D,6/5/1905,5-11 ft,160
Garry Peters,C,10/9/1942,5-10 ft,185
Jimmy Peters,RW,10/2/1922,5-11 ft,165
Jimmy Peters,C,6/20/1944,6-2 ft,185
Justin Peters,G,8/30/1986,6-1 ft,210
Steve Peters,C,1/23/1960,5-11 ft,186
Warren Peters,C,7/10/1982,6-0 ft,195
Calvin Petersen,G,10/19/1994,,
Nick Petersen,RW,5/27/1989,,
Toby Petersen,C,10/27/1978,5-10 ft,198
Avery Peterson,C,6/20/1995,,
Brent Peterson,C,2/15/1958,6-0 ft,190
Brent Peterson,LW,7/20/1972,6-3 ft,200
Judd Peterson,C/RW,9/27/1993,,
Andre Petersson,RW,9/11/1990,5-9 ft,172
Richard Petiot,D,8/20/1982,6-3 ft,215
Michel Petit,D,2/12/1964,6-1 ft,205
Nicholas Petrecki,D,7/11/1989,6-3 ft,225
Lennart Petrell,C,4/13/1984,6-3 ft,198
Sergei Petrenko,LW,9/10/1968,6-0 ft,176
Kirill Petrov,RW,4/13/1990,6-3 ft,200
Oleg Petrov,RW,4/18/1971,5-9 ft,172
Alex Petrovic,D,3/3/1992,6-4 ft,206
Robert Petrovicky,C,10/26/1973,5-11 ft,172
Ronald Petrovicky,RW,2/15/1977,5-11 ft,190
Chris Petrow,D,6/5/1984,,
Neil Petruic,D,7/30/1982,,
Jakub Petruzalek,C/RW,4/24/1985,5-10 ft,176
Jeff Petry,D,12/9/1987,6-3 ft,204
Emil Pettersson,C,1/14/1994,,
Fredrik Pettersson,LW,6/10/1987,,
Jesper Pettersson,D,7/16/1994,5-9 ft,175
Jorgen Pettersson,LW,7/11/1956,6-2 ft,185
Marcus Pettersson,D,5/8/1996,6-4 ft,167
Fredrik Pettersson-Wentzel,G,7/23/1991,,
Pontus Petterstrom,LW,4/21/1982,,
Jim Pettie,G,10/24/1953,6-0 ft,195
Tomi Pettinen,D,6/17/1977,6-3 ft,220
Eric Pettinger,LW/C,12/14/1904,6-0 ft,175
Gord Pettinger,C,11/11/1911,6-0 ft,175
